Data from Reflection_09.txt Node
Date: Thu Oct 13 20:32:34 CEST 2022
User: Ocean Optics
Spectrometer: QEP02356
Trigger mode: 4
Integration Time (sec): 1.400000E0
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: true
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 1044
>>>>>Begin Spectral Data<<<<<
194.596	-35.71426214
195.4	78.57142039
196.203	250.0001822
197.007	49.99996703
197.81	7.94901621
198.613	12.89046012
199.417	6.97892912
200.22	14.29803745
201.023	15.12055897
201.826	7.11920314
202.629	7.03509713
203.432	14.11910671
204.235	8.54051914
205.038	6.80027613
205.84	9.63059419
206.643	9.56625205
207.445	11.67394723
208.248	5.96100807
209.05	6.17560321
209.853	4.6813692
210.655	7.68797959
211.457	10.64014582
212.259	8.38332836
213.061	8.06103287
213.863	11.29090788
214.665	9.67226715
215.467	8.00272295
216.269	7.89519017
217.07	11.07913294
217.872	12.13080633
218.674	8.38332836
219.475	12.01704208
220.277	8.2204506
221.078	6.73706681
221.879	8.3863016
222.68	11.34512282
223.481	12.48475878
224.283	10.56389523
225.084	6.70392199
225.884	8.46383589
226.685	7.68797956
227.486	8.5046723
228.287	9.34802486
229.087	11.49419075
229.888	8.7149114
230.688	10.18899946
231.489	11.6241993
232.289	9.95226763
233.089	10.2372284
233.89	9.60881837
234.69	8.5046723
235.49	7.68797968
236.29	8.94405089
237.09	11.70819043
237.89	6.92345697
238.689	9.81026975
239.489	11.07913348
240.289	12.65817648
241.088	11.34512293
241.888	8.81704237
242.687	9.37923018
243.486	10.56389514
244.286	12.48406468
245.085	8.71491148
245.884	10.42545761
246.683	8.55898306
247.482	10.00049313
248.281	8.04415918
249.08	6.30494949
249.878	7.64743573
250.677	12.08333229
251.476	10.53740293
252.274	11.25562687
253.073	12.62258796
253.871	10.82807456
254.67	10.44927334
255.468	11.83062216
256.266	9.67122608
257.064	5.58503689
257.862	10.94888377
258.66	8.30053264
259.458	8.48072472
260.256	11.79833437
261.054	9.16819719
261.851	11.73730329
262.649	9.33462296
263.446	11.68167044
264.244	8.18000808
265.041	9.07477241
265.839	11.88239135
266.636	12.71643861
267.433	10.2265559
268.23	10.39663091
269.027	12.5404065
269.824	7.79050918
270.621	6.92030743
271.418	9.96017467
272.215	8.43957773
273.011	8.37422275
273.808	5.17604985
274.604	7.26877553
275.401	8.98400029
276.197	7.30013878
276.994	7.86176821
277.79	10.12494821
278.586	8.16774667
279.382	9.42321051
280.178	11.49499163
280.974	10.4933776
281.77	10.59174352
282.566	8.33873693
283.361	8.90388595
284.157	7.44584123
284.953	8.71097835
285.748	8.83628327
286.544	7.67078141
287.339	7.88263127
288.134	8.24038766
288.93	7.88320618
289.725	6.93098162
290.52	7.70044425
291.315	8.73930797
292.11	7.77016638
292.905	8.15270351
293.699	8.05480365
294.494	8.62766266
295.289	8.42674867
296.083	8.00108472
296.878	8.26864881
297.672	8.27402851
298.467	7.80165608
299.261	8.2014632
300.055	8.08919846
300.849	7.9518824
301.643	8.15492801
302.437	8.21097547
303.231	8.04518531
304.025	8.23687776
304.819	8.20486776
305.612	8.13225261
306.406	8.10400091
307.2	8.37969263
307.993	8.26276448
308.786	8.28325333
309.58	8.12108877
310.373	8.33874916
311.166	8.49413806
311.959	7.99756822
312.752	8.25995614
313.545	7.93074501
314.338	7.96962468
315.131	7.92178189
315.924	8.07090539
316.716	8.1886368
317.509	8.15553325
318.302	8.12425605
319.094	8.01805153
319.886	8.06767638
320.679	7.9133892
321.471	8.11705331
322.263	8.2554803
323.055	8.27422271
323.847	8.13740475
324.639	7.87518033
325.431	8.05200796
326.223	7.95344849
327.015	7.93847769
327.806	7.98883542
328.598	7.91748063
329.389	7.90285381
330.181	7.95306139
330.972	8.239608
331.763	7.94399038
332.555	7.84067387
333.346	8.01363751
334.137	7.94383075
334.928	7.99924861
335.719	7.75991585
336.51	7.89340665
337.3	7.65456883
338.091	7.7888483
338.882	7.78902309
339.672	7.82099109
340.463	7.70105171
341.253	7.82876222
342.043	7.79143328
342.834	7.94773864
343.624	7.71141069
344.414	7.86337878
345.204	7.76656753
345.994	7.87536776
346.784	7.71250632
347.574	7.7294964
348.363	7.87806866
349.153	7.78203663
349.943	7.74903241
350.732	7.67519488
351.521	7.65036777
352.311	7.60382458
353.1	7.76396414
353.889	7.68049797
354.678	7.71165416
355.468	7.67221632
356.257	7.54770557
357.045	7.63309389
357.834	7.75219006
358.623	7.6738705
359.412	7.61551678
360.2	7.77301412
360.989	7.63685811
361.777	7.57886004
362.566	7.67947276
363.354	7.7550293
364.142	7.59256817
364.931	7.76681561
365.719	7.68103312
366.507	7.70459243
367.295	7.72310377
368.083	7.76246918
368.87	7.76571213
369.658	7.79522245
370.446	7.69352028
371.233	7.57920555
372.021	7.61082013
372.808	7.74199255
373.596	7.73366484
374.383	7.75537742
375.17	7.74750172
375.957	7.75120623
376.745	7.80100754
377.532	7.75542825
378.318	7.7865033
379.105	7.74670224
379.892	7.79074778
380.679	7.69817668
381.465	7.89408516
382.252	7.85778163
383.038	7.94334776
383.825	7.9549806
384.611	7.84741343
385.397	7.95728115
386.184	7.83012989
