Data from Reflection_41.txt Node
Date: Tue Sep 27 16:17:35 CEST 2022
User: Ocean Optics
Spectrometer: QEP02356
Trigger mode: 4
Integration Time (sec): 2.500000E0
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: true
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 1044
>>>>>Begin Spectral Data<<<<<
194.596	-474.99924079
195.4	75.00000521
196.203	225.00007808
197.007	-37.49997137
197.81	22.43325335
198.613	20.74495268
199.417	21.64094615
200.22	23.50142602
201.023	23.1545219
201.826	21.79186606
202.629	20.8647237
203.432	20.82581654
204.235	21.93548303
205.038	20.88956278
205.84	20.33701579
206.643	21.01078413
207.445	21.15709388
208.248	21.19618908
209.05	23.25867574
209.853	21.73918238
210.655	21.07184556
211.457	20.52715058
212.259	21.2123518
213.061	21.17506725
213.863	20.39136065
214.665	21.52038149
215.467	21.04735631
216.269	20.40632
217.07	20.89448154
217.872	19.76659637
218.674	20.06054861
219.475	19.21016344
220.277	19.68601647
221.078	19.25208287
221.879	18.95126787
222.68	18.60263009
223.481	17.77211868
224.283	18.09248733
225.084	17.54880913
225.884	17.0216384
226.685	17.08215282
227.486	16.40752063
228.287	16.28879283
229.087	15.9818673
229.888	15.83800121
230.688	15.69143251
231.489	16.07642757
232.289	16.32368676
233.089	16.25135957
233.89	17.01401149
234.69	17.1603233
235.49	17.13033089
236.29	17.18288652
237.09	17.67094037
237.89	17.39888753
238.689	17.9875961
239.489	18.01864618
240.289	18.58129038
241.088	18.66778923
241.888	18.38426817
242.687	18.5112793
243.486	18.61827916
244.286	18.62063521
245.085	19.21930656
245.884	19.63101756
246.683	20.17750066
247.482	20.27886168
248.281	20.40622609
249.08	20.5249216
249.878	20.68620289
250.677	21.40789646
251.476	22.13260751
252.274	22.7196598
253.073	22.89234562
253.871	23.03380875
254.67	23.60439359
255.468	23.99893096
256.266	24.74912385
257.064	24.85607513
257.862	25.33656153
258.66	25.54323478
259.458	25.89501938
260.256	26.29621873
261.054	26.48192924
261.851	26.12133923
262.649	26.28217807
263.446	26.45549457
264.244	26.92466168
265.041	26.97827906
265.839	27.10903086
266.636	27.23102533
267.433	27.94168773
268.23	27.72488003
269.027	28.04292343
269.824	27.49028147
270.621	28.4645083
271.418	28.44963739
272.215	28.6813826
273.011	28.78852297
273.808	29.1709976
274.604	29.34610254
275.401	29.50130763
276.197	30.30532608
276.994	30.31631014
277.79	30.5423086
278.586	31.22511206
279.382	31.26615399
280.178	31.94416457
